year,open,high,low,close,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,HT_TRENDLINE,KAMA10,KAMA20,KAMA30,SAR,TRIMA5,TRIMA10,TRIMA20,ADX5,ADX10,ADX20,APO,CCI5,CCI10,CCI15,macd510,macd520,macd1020,macd1520,macd1226,MOM10,MOM15,MOM20,ROC5,ROC10,ROC20,PPO,RSI14,RSI8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ULTOSC,WILLR,ATR,Trange,TYPPRICE,HT_DCPERIOD,BETA,month,quarter,Company
2017,122.06831279057195,122.31192831657475,121.82171856416909,122.06990485457888,94440.39988106822,122.06024218834055,122.04807276462323,122.0358599127832,122.02361755324893,122.06022361747779,122.04803881007358,122.03582347179554,122.02359609858605,122.58000214049812,122.06024218834055,121.54048223618298,122.020829820664,122.04338550022067,122.03453066149706,122.02478282830913,803.9,122.0602485312078,122.04808528849861,122.0236483298117,41.74119631810615,31.049389264241224,23.536208722315664,0.034260356629885,-3.279505287024248,-2.63969168987707,-0.9579691942388242,0.012184807404201829,0.03662751889171148,0.02444271148750965,0.012227373209475036,0.0342419898616077,0.04864309655097849,0.07323494431830468,0.09764569142610012,0.024320704735432592,0.048956672151756316,0.09931783467653603,0.029757234450849292,50.512497758589234,50.164826203058055,49.12078190063833,49.12382427066421,49.11708588560773,49.12078190063833,48.15760837434055,48.16044346289459,50.183278039852695,-50.890796934824294,0.49816098516843116,0.4982754892420799,122.06785057844091,21.340665851920978,0.43955179781462855,6.515407071034707,2.4978916639636717,ADANIENT
2018,161.49462643521792,161.90578168362626,161.08858899711595,161.4975676116885,133025.74076291017,161.49813081568732,161.4988744082276,161.4996667936362,161.5004477063715,161.49814110085165,161.49889431730952,161.49964949261792,161.50039614570173,162.3657197161194,161.49813081568732,160.63054191525526,161.49932264940801,161.48079203164255,161.49841240934148,161.5055786438182,803.9,161.4981301829872,161.4988642505984,161.50044066839237,41.258012467988436,30.62178110138311,23.42064718201249,-0.002136973053998869,-2.7176133846818233,-2.2144946942066777,-1.861780981578365,-0.0007532164578439498,-0.002255044850082773,-0.0015018283922388204,-0.0007466530838355898,-0.0020772399207342027,-0.003020079447135006,-0.004652554823964739,-0.0060047885944387,0.004824365880798529,0.009228060792965048,0.017224098368224427,-0.0010575451924991275,50.07384192458104,49.92387573109385,49.02376204946735,49.022234150350286,49.02432998093041,49.02376204946735,48.646600128564415,48.64682633855505,49.76094581343551,-50.93426716838055,0.8317200080386673,0.8316509767644331,161.4973127641436,21.25299002444486,0.5102620348699453,6.451923600152364,2.4948577025629866,ADANIENT
2019,152.46971054068814,152.79390496996177,152.1443336974331,152.4655789186237,72276.82250136537,152.46042872746492,152.45395248498102,152.4473985071896,152.4408175860177,152.46041725072737,152.45390591805022,152.447361817865,152.4408101937161,153.1275610871835,152.46042872746492,151.7932963677463,152.44097507466785,152.45591149256825,152.4424544845194,152.43829106778432,803.9,152.46042930105588,152.45397096303805,152.44085514489888,40.930786069923386,30.2528630657429,22.575444493275214,0.018402897396159395,-1.2292060804959963,-0.9424264882785734,-0.6521542827909967,0.00651133267713932,0.01960705701128171,0.013095724334142392,0.006551624148926165,0.01833659912882661,0.026013107591480067,0.03921081376297106,0.052416712179137084,0.009585852584234913,0.019211846522354872,0.03900150255955176,0.010084846972460513,49.88816031960679,49.82452900831593,49.12275754316994,49.12404900920439,49.122253826204165,49.12275754316994,49.381446416245495,49.38144641624629,49.54749850008588,-51.236405799370814,0.6557357273675585,0.6558383397050784,152.46793919533954,21.556784351329487,0.49858672929997894,6.452867285636264,2.4927362097214636,ADANIENT
2020,240.91934258078228,241.48430325255103,240.34649500425172,240.92805590986393,70782.50042517007,240.89931813349594,240.86329639668156,240.82727200254934,240.79121585352846,240.89930364342067,240.86327797420927,240.82722610353554,240.79116490154658,242.1029709163887,240.89931813349594,239.69566535060318,240.74579071038582,240.8680738565469,240.81195267150318,240.79522726152317,803.9,240.89933031775482,240.86330454577018,240.79123461011596,40.903204062912366,29.746916594248965,22.20183356470863,0.10100512861565691,-0.49172805806460423,0.05865002315254848,1.5127209105556396,0.03602566921138476,0.10813874187408043,0.07211307266269568,0.036061201989006156,0.10098094357021282,0.1440263605442177,0.2161591198979592,0.2884167729591837,0.026715638502743236,0.05291171672068453,0.10535203547182422,0.031092564147915912,50.73207955536607,50.4252340249163,49.944242883351166,49.94296540695027,49.94528437541415,49.944242883351166,48.940984946610016,48.94098494661085,50.5898429335127,-49.88373836487093,1.153921697285298,1.1547831632653045,240.91961805555556,21.613892464802216,0.5194463209903759,6.52078018707483,2.504676870748299,ADANIENT
2021,1291.742856756903,1294.274628518939,1289.0799886529421,1291.7544037391258,85813.1099043605,1291.621449721721,1291.4552925919886,1291.2892251580495,1291.123179337546,1291.621465435974,1291.455320920161,1291.289115588892,1291.1228268262098,1297.0499493044965,1291.621449721721,1286.192950138946,1290.8761892401385,1291.1547588503338,1290.8620835916774,1290.5935350382372,159.818598368185,1291.621463027075,1291.455273590173,1291.1231429365948,40.26948063997679,29.591822495192684,22.42751776260207,0.46510317302196413,1.5254655445419818,3.7214900941505995,5.120077427767115,0.16614451581294232,0.4986386097641695,0.3324940939512272,0.1662887626821922,0.46561552144445867,0.6646052844869509,0.9964445885340683,1.3286945480088617,0.03727978568520069,0.07479581869856923,0.14927227868484066,0.0481238182158314,51.373710055330065,51.165044615507696,51.18755318491417,51.18720252801017,51.187567553713286,51.18755318491417,49.19266470023056,49.19205629044352,51.561590185757595,-48.221251561819734,5.25165581572912,5.253004268655111,1291.7030069703355,21.667309361944287,0.5570680663038372,6.568973901766899,2.513535419030637,ADANIENT
2022,1762.2051568627453,1765.0659019607842,1759.1403529411766,1762.1799019607843,22816.305098039214,1762.1581215686242,1762.1323274509805,1762.1058366013096,1762.0766117647006,1762.1581727697785,1762.1312014477667,1762.102715257312,1762.0730699115925,1768.229906912376,1762.1581215686242,1756.0863362248724,1761.8957896938398,1761.4974481912466,1761.0520890799928,1760.5669524678694,58.2,1762.1577451012986,1762.1322549019776,1762.0785575737539,42.067539497938824,30.43456150182261,22.39961647639931,0.08259703369030716,-0.4447070596442747,0.6184311315993798,0.8914162315596023,0.026971322011638103,0.08510285818563966,0.05813153617400156,0.02964534571916401,0.0836231239547442,0.102470588235294,0.16186274509803902,0.23450980392156845,0.004523398329854488,0.0089196800698673,0.019610518834804015,0.00484156319200328,50.3336415407765,50.24741869712969,50.95773562296521,50.954665706111655,50.97845599084088,50.95773562296521,49.78647760872372,49.751677545957826,51.46899249589778,-48.68506234188099,5.990036501957339,5.993333333333345,1762.1287189542484,21.842876603216663,0.5668288169781514,1.411764705882353,1.0,ADANIENT
2018,44.43226532910226,44.52891800593715,44.33205036339441,44.43040741119869,12421.978196335347,44.42827310881354,44.42560651039005,44.422959361244814,44.420306837956744,44.428273267856916,44.42561085168293,44.422936448497154,44.420238648799206,44.672401836804084,44.42827310881354,44.18414438082301,44.41486500636971,44.43650780071284,44.45681143465429,44.47511314551028,24.009786057938378,44.428272539815126,44.425604463097095,44.420304488214704,53.50437555256296,43.13433051425073,36.04718603867214,0.007453522524229455,-4.23670288692462,-6.339285823954015,-6.14203607603471,0.002662416173938903,0.008034619057493926,0.005372212829478023,0.0026978703680228156,0.007580873861100859,0.01063056607636401,0.015933053536697717,0.02128160507728529,0.02270895383048645,0.044641433603556234,0.0897475146252847,0.0207114337356813,49.59793373345478,49.52089723045976,35.75756153711077,35.7506234904554,35.76586444540333,35.75756153711077,46.536541808111096,46.53010348605169,38.46074555437134,-41.14188342047617,0.20800717388968717,0.20792302180366473,44.43045859351008,21.778956676525944,0.22218493059723582,9.207595455010749,3.392056505271778,ADANIGREEN
2019,57.905718186783176,58.04864008738395,57.763470780993984,57.90783451665756,19073.500273074824,57.89423265974846,57.877229655925774,57.860216275259575,57.843205761878735,57.89423255990732,57.877225467856235,57.860217209906324,57.84321161360314,58.220152119991404,57.89423265974846,57.56831319950551,57.81793766208018,57.903503337186805,57.91013652150424,57.90652168433954,22.8,57.894232961760274,57.877230748224214,57.84320701550224,43.70199681444109,32.31800310069286,24.4740424563338,0.047627714994157154,-5.040328621691587,-6.4459814508760935,-6.778656045107178,0.017007092051088933,0.05102094630418393,0.034013854253095006,0.01700559630317652,0.04760166410026564,0.06803113052976514,0.10205352266521027,0.13606772255598032,0.042787266788955905,0.0849700474793774,0.16986438540930843,0.052913698831093675,50.45171969486309,50.11873314713184,47.22693153326295,47.23063321419047,47.22250165280828,47.22693153326295,47.60973264064631,47.613167701716236,49.26251052590573,-51.70680992861528,0.2910731068278282,0.2909885308574551,57.9066484616785,20.45213501776913,0.3149770280548672,6.452867285636264,2.4927362097214636,ADANIGREEN
2020,454.7070475684294,455.51289662503325,453.79616795110286,454.72664629285146,21323.798139782088,454.6327791655588,454.5146534679799,454.395575693153,454.2764622641529,454.6325654686043,454.5140972612823,454.3951918579664,454.2760622943867,456.7112397143977,454.6327791655588,452.5543186167199,454.14749657904645,454.5140122205743,454.5281327632968,454.5956445492693,22.8,454.6327826466231,454.5149153158073,454.27676208520404,51.57659020458523,41.79625161906565,33.762752205340625,0.33356039235071167,-1.363969246463699,0.8933450687341972,2.9380869437242616,0.1184682073220053,0.35650317421757133,0.238034966895566,0.11912956357962382,0.3336745577897951,0.4735769332979006,0.7122083444060591,0.950443794844539,0.05497261621796992,0.10933233716116351,0.21759355535741473,0.06915085107511486,51.92648063289071,51.65230130183856,43.443553508155084,43.442035498063994,43.44533770436712,43.443553508155084,46.381788961059925,46.38144688844577,45.731208742416904,-39.879684854084395,1.7829269362861777,1.7867499335636463,454.67857028966256,21.731030108258853,0.39407072884034955,6.520914164230667,2.504703693861281,ADANIGREEN
2021,1141.709920570595,1144.1289566110122,1139.1236451072568,1141.6660912087318,15593.052088398985,1141.6357713297598,1141.5983206354445,1141.5620518362512,1141.5258920948866,1141.635914994304,1141.5989984810708,1141.5626173885357,1141.5265464178447,1146.7080995134513,1141.6357713297598,1136.5634431460685,1141.4607774231283,1141.7020341438947,1141.970272585686,1141.7346130140954,22.8,1141.6357910280465,1141.5980913528372,1141.5254911402321,45.33427578608419,33.50040167236141,25.15911441557464,0.10109430182038404,-1.064970785891522,-0.856197157344031,-0.6509906801411927,0.036916513233141414,0.10936857645933991,0.0724520632261985,0.03607097069101822,0.10085098073901642,0.14808721024477223,0.21983573782892957,0.2917247527962393,0.010011737151807776,0.01878818600017899,0.035895927896578375,0.008573805827909977,50.01041607285701,49.94229771740525,49.245104138668076,49.24437037423079,49.246527059074204,49.245104138668076,49.02560555842117,49.025203585254374,50.01689044186913,-48.229609592325815,5.096237355882643,5.095201815529268,1141.6395643090002,20.67683490824559,0.40250546407151266,6.568973901766899,2.513535419030637,ADANIGREEN
2022,1792.053705882353,1795.7167450980394,1788.0923529411764,1792.2195882352942,8793.564705882352,1791.6575843137225,1790.967988235306,1790.2809699346478,1789.5831892156887,1791.6606649741047,1790.966543743744,1790.2664642953225,1789.5596176899112,1800.0696601183902,1791.6575843137225,1783.2455085090544,1788.7827126290076,1790.0051587057067,1788.6657922730305,1787.9426734309245,22.8,1791.6574772660588,1790.9655444444552,1789.5887222806398,41.633207401974836,29.521205306036325,20.821616720558787,1.9614875565737262,0.2747918046270338,5.298433325204833,8.05953554828365,0.6941212303610266,2.1010472841937453,1.4069260538327188,0.7068466054114163,1.9829411467911595,2.756764705882353,4.154450980392157,5.600156862745098,0.0874527600914728,0.17258382091599422,0.34954903035221957,0.11811588714343102,52.797097035118675,52.335786179696925,53.28907333910124,53.27775950624313,53.291385744548464,53.28907333910124,49.186423600304096,49.16045941087725,53.953572469724904,-44.94321874115057,7.7124495246425955,7.759235294117657,1792.009562091503,21.53283486221804,0.4600227163041865,1.411764705882353,1.0,ADANIGREEN
2015,313.73770569432935,314.24880726885283,313.2172250503137,313.72469515804426,44828.928317745944,313.7336634308049,313.7448384041672,313.7560185075569,313.7672133597726,313.7336555035184,313.7448473058728,313.75606190462486,313.7673037720768,314.8155094312,313.7336634308049,312.6518174304098,313.77480690315747,313.76734220726473,313.7569713951726,313.7459463681178,322.20630697288976,313.73366645337677,313.7448493548043,313.76719835979884,41.359436150786635,30.612273402828965,23.210983355239623,-0.03138246244299406,-2.511672053877822,-4.02375152053439,-4.8116286240673976,-0.011191802354383293,-0.03364826855972847,-0.02245650959078264,-0.011242289488976516,-0.03148555702764253,-0.04470226115780751,-0.06706523025926364,-0.08971232390197705,-0.005907370365955782,-0.011866535259148514,-0.023914105322807154,-0.010506694426373213,49.53788564744413,49.43846859469645,49.01476225680974,49.01555903657558,49.01489203467846,49.01476225680974,49.612939330479975,49.61326231153048,49.113554616356524,-51.0456426363564,1.0487124382861592,1.0485349828341402,313.73024249240365,21.765165952755446,0.47964794937441424,7.022019651947437,2.640108914407482,ADANIPORTS
2016,238.35013324631535,238.73062217871322,237.9431609289172,238.34336759667156,64314.270897917006,238.34255941698052,238.34152199923705,238.3405177571109,238.33952330450794,238.34255765570586,238.3415319946452,238.34049111310077,238.339431028276,239.19825178582852,238.34255941698052,237.48686704813255,238.33070766033117,238.37182479552874,238.39593139780615,238.37074051675472,374.75,238.34256236226142,238.34151429452527,238.33951190798652,42.9884721770159,32.12185139874584,24.3665838795947,0.0028327915628647456,0.6361987719655692,1.0617603422563748,0.8912971311875236,0.0010256610606546983,0.003126627429798865,0.0021009663691441676,0.0010600848247196396,0.002960820880205221,0.004068091586446947,0.005974329689454511,0.008108990047316045,0.002934240516268632,0.005855486400539477,0.01193921770185735,0.001153712132524725,50.37359698304335,50.43172210224328,51.60665334772134,51.60470332069961,51.606283287860364,51.60665334772134,50.46405735126322,50.46459086890457,51.160127339773304,-48.48922156751515,0.8021274927896536,0.8021564148583228,238.33905023476729,21.898539675702082,0.4900081203162278,6.557350301843694,2.50709740577582,ADANIPORTS
2017,361.3157746783436,361.7541923451184,360.8595091361228,361.31403124662125,49606.28613904206,361.2990847659231,361.2806303384125,361.26229844667836,361.24398299816045,361.2991396356644,361.28072004041366,361.2623974270418,361.2441317618925,362.2346610672499,361.2990847659231,360.36350846459635,361.2158515696075,361.29111351916976,361.2858140427437,361.251045523131,264.9011514758352,361.2990833620624,361.28057555772824,361.2439350688749,42.3526829670438,30.803635925029194,22.614656515861313,0.05124911286349647,1.8647937627598563,2.501310683960188,4.253490528818427,0.018419595250745165,0.05500787377188034,0.036588278521135185,0.018265665149274784,0.051126890574160526,0.07376202832738675,0.11039301546113094,0.14684290193534436,0.012191021950074443,0.024157109999479905,0.04810295535963779,0.015496800856561911,51.02878978610632,50.96934352604333,51.90236150958922,51.90098553185181,51.90512313606459,51.90236150958922,50.54771956327483,50.54714639164837,51.1946417506648,-47.631219934097665,0.9063103449693611,0.9064898907990036,361.3092442426208,21.7399870178722,0.4585129718709347,6.515407071034707,2.4978916639636717,ADANIPORTS
2018,377.06395551204656,377.6275031272095,376.48279762875944,377.05679284276937,44942.926959264696,377.05890411704553,377.0612506118436,377.06340929279685,377.0655002175438,377.0588325520061,377.0611144457687,377.0632737608188,377.06537646760734,378.23880796702974,377.05890411704553,375.8790002670613,377.0742406028552,377.11020851641575,377.11792793721503,377.1142755907745,169.25,377.05891238344987,377.0613168724472,377.06559817429047,39.97117689031345,28.962295670194504,21.537088164207432,-0.005841763200977184,-2.429288363839775,-2.6598061323742015,-2.9035341029564252,-0.0022818937625924433,-0.006543915601238973,-0.004262021838646528,-0.002102706788521617,-0.0058639087130295375,-0.00932180344808832,-0.013362701908957409,-0.017341056180997436,0.00013155022689205479,0.000331274082644989,0.0008762973311534154,-0.0014289829986848786,49.975584634889366,49.81175034220746,49.309136387902676,49.31235947643054,49.305699391400566,49.309136387902676,48.98588048563972,48.98682347173455,49.9553748536725,-51.31036271331707,1.1594206411227788,1.1592320661336797,377.0556978662461,21.333492184486804,0.49882593218663696,6.451949747103932,2.4948604992657857,ADANIPORTS
